Rok,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Pocet hlasu lidi,Pocet hlasu v %,Pořadí kand.,Pořadí zvoleni,Mandát
2006,Vondrovský Václav, ,43,"""KČ""",BEZPP,260,11.48,0,6,-
2006,Vondryska Vlastimil, ,54,KSČM,KSČM,6020,2.16,1,7,-
2006,Vordová Renata,Mgr.,42,PVP,BEZPP,3694,2.08,23,26,-
2006,Votava Jan, ,63,US-DEU,US-DEU,3234,1.91,23,26,-
2006,Weber Ivo, ,42,PVP,BEZPP,3245,1.82,38,41,-
2006,Weinfurter František, ,42,ODS,ODS,21700,2.15,12,12,*
2006,Winkelhöfer Jiří, ,34,ODS,ODS,21879,2.17,1,23,-
2006,Wolf Miloš, ,49,"""KČ""",BEZPP,250,11.04,0,5,-
2006,Zábranský Miroslav,Ing.,35,US-DEU,US-DEU,4536,2.68,1,1,-
2006,Zíka Petr,Mgr.,49,KSČM,KSČM,5975,2.15,9,15,-
2006,Zrzavecký Martin, ,33,ČSSD,ČSSD,9569,2.11,15,25,-
2006,Ženíšek Karel, ,60,KDU-ČSL,KDU-ČSL,2893,2.04,29,32,-
2006,Ženíšek Marek,PhDr.,27,KDU-ČSL,KDU-ČSL,3397,2.4,4,4,-
2006,Ženíšek Martin, ,26,ODS,ODS,20805,2.06,19,41,-
2010,Achac Josef, ,35,ČSSD,ČSSD,10354,1.9,33,47,-
2010,Alanija Georgij,Mgr.,48,Piráti,BEZPP,475,2.53,0,4,-
2010,Anderle Jan,Ing.,54,PVP,PVP,3251,2.82,1,3,-
2010,Anton Lukáš, ,33,ČSSD,ČSSD,11356,2.08,23,37,-
2010,Arias Rolando,MUDr.,44,TOP 09,TOP 09,6229,2.21,2,8,-
2010,Aschenbrenner Lumír,Ing.,50,ODS,ODS,13047,2.3000000000000003,2,16,-
2010,Assadová Romana, ,38,Suveren.,BEZPP,1699,3.6,0,1,-
2010,Babnič Jan, ,56,ČSSD,ČSSD,11575,2.12,10,24,-
2010,Babor Aleš,Ing.,46,KDU-ČSL,KDU-ČSL,1840,1.86,0,36,-
2010,Babuška Martin,Ing.,34,Suveren.,Svobodní,1198,2.53,0,3,-
2010,Balmetová Marie,MUDr.,35,PVP,BEZPP,1942,1.68,43,45,-
2010,Baloun Květoslav,MUDr.,58,TOP 09,TOP 09,5911,2.1,22,29,-
2010,Barnáš Adrian,MUDr.,33,KDU-ČSL,KDU-ČSL,2004,2.03,0,17,-
2010,Baroňová Květa, ,60,VV,BEZPP,1124,1.84,0,46,-
2010,Bartman Vladislav,Ing.,57,ODS,ODS,12185,2.15,9,23,-
2010,Basl Jiří,Ing.,41,KDU-ČSL,KDU-ČSL,2079,2.1,0,13,-
2010,Baxa Martin,Mgr.,35,ODS,ODS,13691,2.42,2,1,*
2010,Bayer Rudolf, ,37,ČSSD,ČSSD,11650,2.14,2,16,-
2010,Bednář Jan, ,34,DSSS,DSSS,271,6.2700000000000005,0,9,-
2010,Bednář Václav,JUDr.,34,TOP 09,TOP 09,6069,2.15,21,28,-
2010,Bedrník Jiří,Ing.,26,VV,BEZPP,1272,2.09,0,36,-
2010,Bejm Petr, ,55,VV,VV,1233,2.02,0,29,-
2010,Bělek Jan, ,20,Piráti,BEZPP,369,1.96,0,26,-
2010,Bém Jiří, ,64,Suveren.,BEZPP,960,2.03,0,34,-
2010,Benadová Hana,Mgr.,52,Občané,BEZPP,4404,2.13,28,34,-
2010,Benešová Marie, ,56,Piráti,BEZPP,386,2.06,0,12,-
2010,Beránková Jarmila,DiS.,30,ČSSD,ČSSD,11605,2.13,7,21,-
2010,Berka František,Mgr.,54,Občané,BEZPP,4838,2.34,5,8,-
2010,Bernhard Tomáš,Mgr.,42,KDU-ČSL,KDU-ČSL,2220,2.25,0,10,-
2010,Bibková Katarína, ,38,NK,BEZPP,1949,1.89,0,36,-
2010,Bis Jiří,Ing.,69,ČSSD,ČSSD,11936,2.19,13,13,*
2010,Blabolová Vlasta, ,46,KDU-ČSL,KDU-ČSL,1895,1.92,0,31,-
2010,Bláhovec Jiří,MUDr.,58,PVP,BEZPP,3032,2.63,3,7,-
2010,Blažková Alexandra,Bc.,58,NK,BEZPP,2134,2.07,0,8,-
2010,Boček Miroslav, ,31,KSČM,BEZPP,4733,2.13,15,20,-
2010,Boček Pavel,MUDr.,49,KDU-ČSL,KDU-ČSL,3066,3.1,0,3,-
2010,Boháčová Pavla,Bc.,24,ODS,ODS,12070,2.13,11,25,-
2010,Bohatá Irena,Mgr.,34,Občané,BEZPP,4463,2.15,23,29,-
2010,Bochnovič Peter, ,42,PVP,BEZPP,2247,1.95,20,20,-
2010,Bolek Lukáš,MUDr.,49,TOP 09,BEZPP,6264,2.22,13,19,-
2010,Boudník Jiří, ,40,TOP 09,BEZPP,6380,2.27,1,7,-
2010,Boudová Světlana,Bc.,29,ČSSD,ČSSD,11687,2.15,14,14,*
2010,Boušík Michael, ,39,ODS,ODS,11779,2.08,25,39,-
2010,Brabec Miroslav,Mgr.,55,ČSSD,ČSSD,11973,2.2,3,3,*
2010,Braun Josef, ,41,Suveren.,BEZPP,973,2.06,0,39,-
2010,Braunová Monika, ,39,Suveren.,BEZPP,981,2.07,0,16,-
2010,Bretschneiderová Gabriela, ,23,Piráti,BEZPP,413,2.2,0,17,-
2010,Brouček Jan, ,62,US-DEU,US-DEU,1803,1.75,0,43,-
2010,Broukal Jan, ,30,DSSS,DSSS,258,5.97,0,14,-
2010,Brůhová Aneta, ,20,VV,BEZPP,1189,1.95,0,40,-
2010,Bruner Jiří,Ing.,62,SPOZ,SPOZ,319,2.22,0,20,-
2010,Brychová Kamila,Bc.,25,TOP 09,TOP 09,5731,2.03,28,35,-
2010,Březina Pavel,Ing.,65,KSČM,KSČM,4594,2.07,37,42,-
2010,Budil Ivo,prof.,45,KDU-ČSL,BEZPP,2666,2.7,0,7,-
2010,Burda Miroslav,Ing.,46,PVP,BEZPP,1725,1.49,45,47,-
2010,Bystřická Jana, ,60,KSČM,KSČM,5003,2.25,4,4,*
2010,Bystřický Ladislav, ,45,Piráti,BEZPP,356,1.9,0,40,-
2010,Caltová Marie,Mgr.,66,PVP,BEZPP,2703,2.34,7,22,-
2010,Cudlman Otokar, ,54,KDU-ČSL,KDU-ČSL,1901,1.92,0,28,-
2010,Čapková Vladimíra,Ing.,32,PVP,BEZPP,2300,1.99,27,29,-
2010,Čech Svatopluk, ,41,TOP 09,TOP 09,5787,2.05,24,31,-
2010,Čechová Radmila,Ing.,59,US-DEU,US-DEU,1981,1.92,0,30,-
2010,Čepeláková Laura,Ing.,38,Občané,BEZPP,4444,2.14,22,28,-
2010,Černá Hana, ,51,PVP,BEZPP,2208,1.91,35,37,-
2010,Černík Lukáš, ,22,VV,VV,1347,2.21,0,10,-
2010,Černý Jan, ,32,Suveren.,BEZPP,930,1.97,0,33,-
2010,Daněk Josef,doc.,38,TOP 09,BEZPP,5382,1.91,37,44,-
2010,Denk Pavel,Ing.,43,NK,BEZPP,2444,2.37,0,5,-
2010,Dobrý Petr, ,37,SPOZ,BEZPP,284,1.98,0,42,-
2010,Dohnal Roman,Ing.,51,PVP,KAN,2831,2.45,4,5,-
2010,Dolejš Marek,Ing.,40,NK,BEZPP,1936,1.88,0,39,-
2010,Dolejšová Marta, ,59,ČSSD,ČSSD,11731,2.15,11,11,*
2010,Domanický Pavel,Ing.,41,SOS,BEZPP,2296,2.23,0,18,-
2010,Domanický Petr,Ing.,37,SOS,BEZPP,3503,3.4,0,3,-
2010,Dörflerová Věra, ,55,Suveren.,BEZPP,995,2.1,0,15,-
2010,Doubek Petr, ,46,VV,VV,1518,2.49,0,3,-
2010,Drábeček Karel, ,65,KČ,BEZPP,1894,1.84,0,38,-
2010,Drhovský Karel,Ing.,68,KDU-ČSL,BEZPP,2134,2.16,0,16,-
2010,Drnek Jan, ,49,KČ,KČ,2240,2.17,0,6,-
2010,Drofa Zdeněk, ,42,ODS,ODS,12065,2.13,7,21,-
2010,Dubnický Milan, ,26,Piráti,BEZPP,337,1.79,0,41,-
2010,Ducz Luděk,Ing.,49,TOP 09,TOP 09,5851,2.08,23,30,-
2010,Duchek Vladimír,doc.,45,PVP,PVP,3963,3.44,1,1,*
2010,Duchková Stanislava,prom.,73,ODS,ODS,11585,2.04,27,41,-
2010,Dunová Marcela, ,23,Suveren.,BEZPP,909,1.92,0,43,-
2010,Dušek Tomáš, ,34,SPOZ,SPOZ,303,2.11,0,15,-
2010,Dušek Vladislav, ,39,PB,BEZPP,370,25.13,0,2,-
2010,Dušková Petra,Mgr.,35,SPOZ,SPOZ,419,2.92,0,8,-
2010,Dvořák Petr, ,57,Piráti,BEZPP,374,1.99,0,16,-
2010,Eisman Jaromír,Ing.,55,TOP 09,TOP 09,5754,2.04,27,34,-
2010,Enzmannová Lucie, ,29,Piráti,BEZPP,476,2.54,0,7,-
2010,Fajfrová Eva,RNDr.,56,KDU-ČSL,KDU-ČSL,1894,1.92,0,35,-
2010,Ferencz Jozef, ,40,Suveren.,BEZPP,957,2.02,0,32,-
2010,Fikar Jiří,Ing.,53,Občané,BEZPP,4199,2.03,34,41,-
2010,Filipi Dominik,Bc.,27,KDU-ČSL,KDU-ČSL,1951,1.97,0,21,-
2010,Filipovský Jan,prof.,52,Občané,BEZPP,5386,2.6,5,9,*
2010,Fiřt Jiří, ,40,TOP 09,TOP 09,5425,1.93,35,42,-
2010,Fládr Martin,Mgr.,38,PVP,BEZPP,2425,2.1,21,21,-
2010,Flaksová Vladislava,Ing.,45,Občané,BEZPP,4265,2.06,32,39,-
2010,Fleisznerová Vlasta, ,64,KSČM,KSČM,4627,2.08,30,35,-
2010,Fojtíček Ctibor,Ing.,72,PVP,BEZPP,2227,1.93,33,35,-
2010,Fojtíček Martin,Mgr.,39,TOP 09,BEZPP,4986,1.77,40,47,-
2010,Forejt Jakub,Ing.,46,KDU-ČSL,KDU-ČSL,2378,2.41,0,15,-
2010,Frank Stanislav,Mgr.,55,PVP,PVP,2540,2.2,19,19,-
2010,Fuchsová Radka,MUDr.,39,PVP,BEZPP,2164,1.88,34,36,-
2010,Gabler Werner, ,66,Piráti,BEZPP,300,1.6,0,45,-
2010,Gabriel Vladimír,Ing.,51,SPOZ,SPOZ,612,4.26,0,1,-
2010,Gibsonová Daniela, ,39,ČSSD,ČSSD,11188,2.05,29,43,-
2010,Habla Richard, ,41,VV,VV,1284,2.11,0,19,-
2010,Hájek Marcel,MUDr.,45,Občané,BEZPP,5671,2.74,3,4,*
2010,Hajšman Milan, ,32,KSČM,KSČM,4805,2.16,3,8,-
2010,Hajšmanová Daniela, ,31,KSČM,BEZPP,4728,2.13,14,19,-
2010,Hajžman Pavel, ,30,Suveren.,BEZPP,933,1.97,0,42,-
2010,Hajžmanová Miroslava, ,18,Suveren.,BEZPP,997,2.11,0,13,-
2010,Halamová Miloslava, ,63,VV,VV,1194,1.96,0,35,-
2010,Hanzíková Eva,Ing.,42,KDU-ČSL,BEZPP,1623,1.64,0,46,-
2010,Hanzlík Karel,Ing.,56,PVP,BEZPP,2387,2.07,24,26,-
2010,Harant Antonín, ,28,SPOZ,SPOZ,287,2.0,0,24,-
2010,Hartlová Jana, ,38,ČSSD,ČSSD,11562,2.12,12,26,-
2010,Hašek Ivan,Ing.,42,ODS,ODS,12018,2.12,1,15,-
2010,Hauer Václav, ,37,Suveren.,BEZPP,914,1.93,0,44,-
2010,Havel Jan,Ing.,38,TOP 09,TOP 09,5951,2.11,18,24,-
2010,Havlic Michal, ,21,Piráti,BEZPP,370,1.97,0,34,-
2010,Havlic Tomáš, ,26,Piráti,BEZPP,392,2.09,0,24,-
2010,Havlík Václav,JUDr.,69,SPOZ,SPOZ,490,3.41,0,2,-
2010,Havlíková Lucie, ,34,SPOZ,SPOZ,319,2.22,0,17,-
2010,Heider Tomáš, ,25,Piráti,BEZPP,375,2.0,0,22,-
2010,Heidlberger Jakub, ,20,DSSS,BEZPP,271,6.2700000000000005,0,6,-
2010,Hejda Václav,MUDr.,37,PVP,BEZPP,2581,2.24,13,13,-
2010,Hejk David, ,46,SPOZ,SPOZ,299,2.08,0,11,-
2010,Herajtová Soňa, ,36,Suveren.,BEZPP,999,2.11,0,18,-
2010,Herinková Eva, ,45,ČSSD,ČSSD,12338,2.26,1,1,*
2010,Heřman Václav, ,37,KSČM,BEZPP,4720,2.13,18,23,-
2010,Hessová Jaroslava,Mgr.,52,ČSSD,ČSSD,11687,2.15,8,22,-
2010,Hlásek František, ,51,KSČM,KSČM,4832,2.18,5,5,*
2010,Hodinová Martina,Ing.,31,VV,VV,1419,2.33,0,9,-
2010,Hógel Josef,Ing.,66,ODS,ODS,10579,1.87,33,47,-
2010,Holec Radek, ,42,SPOZ,SPOZ,307,2.14,0,10,-
2010,Holenda Jiří,doc.,77,SNK ED,BEZPP,2738,2.66,0,9,-
2010,Holmanová Květa, ,51,US-DEU,US-DEU,1763,1.71,0,45,-
2010,Holotová Simona, ,36,SPOZ,BEZPP,303,2.11,0,31,-
2010,Holzknecht Václav, ,55,Piráti,BEZPP,371,1.98,0,21,-
2010,Hončarová Zdena, ,36,ODS,ODS,11984,2.11,17,31,-
2010,Horníková Helena, ,53,ČSSD,ČSSD,11483,2.11,20,34,-
2010,Hostička Jiří, ,38,Suveren.,BEZPP,960,2.03,0,27,-
2010,Houdek Robert, ,39,ODS,ODS,12211,2.15,11,11,*
2010,Houšková Veronika, ,30,Suveren.,BEZPP,1072,2.27,0,10,-
2010,Houšková Vladimíra, ,32,SPOZ,BEZPP,307,2.14,0,32,-
2010,Hozman Václav, ,34,VV,VV,1246,2.05,0,30,-
2010,Hrabětová Michaela, ,25,Suveren.,BEZPP,980,2.07,0,36,-
2010,Hranička Antonín, ,41,SPOZ,BEZPP,292,2.03,0,36,-
2010,Hroza Jiří,PhDr.,74,SPOZ,SPOZ,293,2.04,0,16,-
2010,Hrubá Iva, ,53,SPOZ,BEZPP,288,2.0,0,35,-
2010,Hrubeš František,Dr.,58,KSČM,KSČM,4927,2.22,3,3,*
2010,Hrubešová Marcela, ,27,KSČM,BEZPP,4749,2.14,11,16,-
2010,Hrubý Jiří, ,46,VV,BEZPP,1204,1.98,0,39,-
2010,Hrubý Karel,Ing.,62,KDU-ČSL,KDU-ČSL,1778,1.8,0,40,-
2010,Huclová Zuzana,Ing.,54,PVP,BEZPP,2606,2.26,8,6,-
2010,Hůla Zdeněk, ,64,KSČM,KSČM,4614,2.08,33,38,-
2010,Hus Miroslav,PhDr.,56,PVP,PVP,2722,2.36,6,8,-
2010,Husák Jan, ,33,ODS,ODS,11933,2.1,18,32,-
2010,Huspek Michal, ,38,Občané,BEZPP,4497,2.17,17,23,-
2010,Huspeková Alice,Mgr.,38,Občané,BEZPP,4128,1.99,35,42,-
2010,Hýžová Eva,DiS.,32,NK,BEZPP,2165,2.1,0,19,-
2010,Chalupný Michal,Bc.,41,ČSSD,ČSSD,11789,2.16,7,7,*
2010,Chmela Jaroslav, ,58,SOS,BEZPP,2158,2.09,0,35,-
2010,Chodora Josef, ,45,DSSS,BEZPP,339,7.84,0,3,-
2010,Chomát Martin,MUDr.,39,TOP 09,TOP 09,5692,2.02,30,37,-
2010,Chovanec Milan, ,40,ČSSD,ČSSD,11950,2.19,5,5,*
2010,Chvalová Šárka,Mgr.,45,Občané,BEZPP,5268,2.54,1,5,-
2010,Izsmán Imrich, ,60,SPOZ,SPOZ,279,1.94,0,22,-
2010,Jägerová Eva,Ing.,53,TOP 09,TOP 09,6068,2.15,7,13,-
2010,Janáčková Zuzana,Bc.,25,VV,BEZPP,1245,2.04,0,34,-
2010,Jančík Stanislav, ,19,TOP 09,TOP 09,5746,2.04,26,33,-
2010,Janečka Karel,Ing.,28,Suveren.,BEZPP,1156,2.44,0,4,-
2010,Janečková Marie, ,70,KSČM,KSČM,4442,2.0,41,46,-
2010,Janků Milan, ,57,ODS,ODS,12072,2.13,5,19,-
2010,Janků Paulína, ,45,ODS,ODS,10894,1.92,32,46,-
2010,Jánošíková Petra,JUDr.,34,PVP,BEZPP,2550,2.21,17,17,-
2010,Janoušek Aleš,Mgr.,34,TOP 09,TOP 09,6681,2.37,4,5,*
2010,Janouškovec Pavel, ,49,ODS,ODS,12039,2.12,16,30,-
2010,Janouškovec Pavel,Mgr.,51,KDU-ČSL,KDU-ČSL,2615,2.65,0,9,-
2010,Jaroš Martin, ,23,SPOZ,BEZPP,302,2.1,0,30,-
2010,Javůrek Libor, ,65,ODS,ODS,12074,2.13,6,20,-
2010,Jehličková Ilona,Mgr.,47,TOP 09,TOP 09,6561,2.33,5,3,*
2010,Jehlíková Helena, ,54,VV,VV,1292,2.12,0,20,-
2010,Jelínek Jan, ,62,ALTER,BEZPP,2022,1.96,0,25,-
2010,Ježek Igor,Mgr.,32,ČSSD,ČSSD,11375,2.09,26,40,-
2010,Ježík Vlastimil,Mgr.,40,KČ,KČ,2142,2.08,0,16,-
2010,Jílek Petr, ,38,Suveren.,BEZPP,938,1.98,0,35,-
2010,Jílek Tomáš, ,39,TOP 09,TOP 09,6218,2.21,7,6,*
2010,Jílek Viktor,Ing.,45,PVP,BEZPP,2172,1.88,39,41,-
2010,Jilichová Nová,Veronika,34,ODS,ODS,11339,2.0,31,45,-
2010,Jindra Petr,Mgr.,44,NK,BEZPP,2443,2.37,0,7,-
2010,Jíšová Andrea,Mgr.,31,ČSSD,ČSSD,11604,2.13,11,25,-
2010,Jonáš Jakub, ,21,SPOZ,SPOZ,314,2.19,0,21,-
2010,Junek Petr,Bc.,31,TOP 09,TOP 09,6032,2.14,9,15,-
2010,Justová Jitka,Mgr.,62,ODS,ODS,11358,2.0,30,44,-
2010,Kaftanová Simona,MUDr.,33,NK,BEZPP,2272,2.2,0,12,-
2010,Kalná Monika, ,32,VV,VV,1332,2.19,0,13,-
2010,Kalvoda Petr,MUDr.,46,KDU-ČSL,BEZPP,1933,1.95,0,38,-
2010,Kapusta Václav, ,34,KDU-ČSL,BEZPP,1775,1.79,0,43,-
2010,Karasová Věra,PhDr.,50,KSČM,KSČM,4677,2.11,26,31,-
2010,Karel Jaroslav,JUDr.,55,ČSSD,ČSSD,11427,2.1,22,36,-
2010,Karnoldová Anna, ,65,VV,BEZPP,1147,1.88,0,41,-
2010,Kastl Petr, ,38,VV,BEZPP,1096,1.8,0,47,-
2010,Kastner Petr, ,57,ODS,ODS,11858,2.09,20,34,-
2010,Kašpar Jaromír, ,63,Občané,BEZPP,4586,2.21,29,35,-
2010,Kašpar Ladislav, ,25,Piráti,BEZPP,360,1.92,0,36,-
2010,Kesl Miroslav, ,45,ČSSD,ČSSD,11514,2.11,15,29,-
2010,Kindlová Jana,Mgr.,60,Občané,BEZPP,3992,1.93,37,44,-
2010,Klas Miroslav,Ing.,62,PVP,PVP,2368,2.05,15,15,-
2010,Klimeš Martin, ,28,Piráti,BEZPP,330,1.76,0,43,-
2010,Kocián Pavel,Mgr.,50,Občané,BEZPP,4623,2.23,16,22,-
2010,Kodeda Oldřich,Ing.,51,KČ,BEZPP,2403,2.33,0,13,-
2010,Kodedová Barbora, ,20,KČ,BEZPP,1915,1.86,0,42,-
2010,Kohout Petr, ,41,Občané,BEZPP,4801,2.32,4,6,-
2010,Kohout Roman, ,37,SPOZ,BEZPP,281,1.96,0,34,-
2010,Kokoška Dušan, ,36,ČSSD,ČSSD,11365,2.09,24,38,-
2010,Kolářík Martin, ,26,DSSS,DSSS,318,7.35,0,2,-
2010,Koller Miloš, ,55,VV,VV,1239,2.03,0,26,-
2010,Kollrossová Jana,MUDr.,39,Občané,BEZPP,4758,2.3000000000000003,9,14,-
2010,Kolomazník Oldřich,Dr.,67,KSČM,KSČM,4546,2.05,39,44,-
2010,Kolouch Pavel,Ing.,39,BPS,BEZPP,178,19.62,0,4,-
2010,Komorousová Tereza, ,58,Suveren.,BEZPP,927,1.96,0,37,-
2010,Komrska Přemysl,Ing.,60,KDU-ČSL,KDU-ČSL,1827,1.85,0,37,-
2010,Kondrys Josef, ,58,SPOZ,SPOZ,315,2.19,0,12,-
2010,Konrád Miloš, ,53,VV,VV,1250,2.05,0,25,-
2010,Kopal Vladimír, ,60,TOP 09,TOP 09,5945,2.11,14,20,-
2010,Kopic Jiří,Ing.,47,KDU-ČSL,KDU-ČSL,1907,1.93,0,33,-
2010,Kortan Karel, ,58,PVP,BEZPP,1986,1.72,42,44,-
2010,Korunka Jan,Bc.,25,VV,VV,1354,2.22,0,8,-
2010,Kořínek Pavel, ,47,Suveren.,BEZPP,1124,2.38,0,6,-
2010,Kosnar Jiří, ,26,Piráti,BEZPP,368,1.96,0,31,-
2010,Košan Martin, ,34,SPOZ,SPOZ,316,2.2,0,13,-
2010,Košařová Jiřina, ,61,VV,VV,1230,2.02,0,24,-
2010,Košťálová Kateřina, ,25,Piráti,BEZPP,391,2.08,0,18,-
2010,Kotas Pavel,Ing.,29,ČSSD,ČSSD,11326,2.08,25,39,-
2010,Kotek Josef, ,65,KSČM,KSČM,4617,2.08,34,39,-
2010,Kotora Tomáš,Ing.,44,ODS,ODS,11962,2.11,22,36,-
2010,Koubková Helena,Mgr.,45,NK,BEZPP,2226,2.16,0,11,-
2010,Kozák Pavel, ,41,Občané,BEZPP,4362,2.1,25,31,-
2010,Kožuchová Kamila, ,23,Občané,BEZPP,4044,1.95,36,43,-
2010,Krajdl Ladislav,Bc.,46,SNK ED,BEZPP,2095,2.03,0,20,-
2010,Kramlová Anna, ,56,ČSSD,ČSSD,10731,1.97,32,46,-
2010,Krásný Jan, ,25,Piráti,BEZPP,405,2.16,0,19,-
2010,Krásný Jaroslav, ,68,NK,BEZPP,2048,1.99,0,15,-
2010,Krátký Jiří, ,42,VV,VV,1404,2.31,0,6,-
2010,Kraus Jiří, ,64,Piráti,BEZPP,361,1.92,0,35,-
2010,Krčmář Luděk,Mgr.,38,KČ,KČ,1709,1.66,0,47,-
2010,Kresa Pavel, ,26,Piráti,BEZPP,452,2.41,0,11,-
2010,Krieglsteinová Eva, ,23,ODS,ODS,12235,2.16,7,7,*
2010,Krs Václav, ,36,KSČM,KSČM,4826,2.17,1,6,-
2010,Krýslová Ivana,Mgr.,50,KDU-ČSL,KDU-ČSL,2208,2.23,0,8,-
2010,Křen Jaroslav,Ing.,57,SPOZ,BEZPP,292,2.03,0,29,-
2010,Kříž Antonín,doc.,39,TOP 09,BEZPP,6200,2.2,19,25,-
2010,Kříž Roman, ,35,KSČM,KSČM,4790,2.16,2,7,-
2010,Křižan Jindřich,MUDr.,46,PVP,BEZPP,2215,1.92,36,38,-
2010,Kšír František,Ing.,50,Občané,Občané,4548,2.19,7,12,-
2010,Kšír Václav, ,59,KSČM,KSČM,4689,2.11,23,28,-
2010,Kubec Zdeněk, ,51,SPOZ,SPOZ,287,2.0,0,23,-
2010,Kuběna Petr,Mgr.,30,Suveren.,BEZPP,1123,2.38,0,5,-
2010,Kubík Josef, ,61,SPOZ,BEZPP,276,1.92,0,38,-
2010,Kučera Michal,Ing.,46,TOP 09,BEZPP,5369,1.91,36,43,-
2010,Kučera Pavel,Ing.,32,TOP 09,TOP 09,5782,2.05,25,32,-
2010,Kuhajda Jaroslav, ,66,SPOZ,SPOZ,289,2.01,0,26,-
2010,Kunešová Marcela,Mgr.,31,TOP 09,TOP 09,6033,2.14,12,18,-
2010,Kupka Václav,Ing.,58,NK,ČSNS2005,2036,1.97,0,24,-
2010,Kůrka Jan, ,67,SPOZ,SPOZ,429,2.99,0,7,-
2010,Kurtaj Daniel, ,35,SPOZ,BEZPP,271,1.89,0,40,-
2010,Kuthan Jiří, ,61,ČSSD,ČSSD,11716,2.15,4,4,*
2010,Kvasničková Alena,MUDr.,64,KDU-ČSL,BEZPP,1841,1.86,0,42,-
2010,Květová Monika, ,35,VV,BEZPP,1172,1.92,0,45,-
2010,Kvit Karel,Dr.,59,KSČM,KSČM,4807,2.17,6,11,-
2010,Kýčková Kateřina,Mgr.,31,ČSSD,ČSSD,11249,2.06,27,41,-
2010,Ladič Milan,Ing.,63,KSČM,KSČM,4769,2.15,7,12,-
2010,Landrgottová Vladimíra,Mgr.,50,TOP 09,TOP 09,6066,2.15,10,16,-
2010,Ledecká Ludmila, ,39,Suveren.,BEZPP,1001,2.12,0,17,-
2010,Lehký Milan, ,54,Piráti,BEZPP,402,2.14,0,14,-
2010,Leidnerová Danuše, ,52,DSSS,BEZPP,369,8.53,0,1,-
2010,Leichtová Irena,Ing.,45,PVP,BEZPP,2277,1.97,23,25,-
2010,Libotovský Ladislav, ,33,KDU-ČSL,KDU-ČSL,1936,1.96,0,22,-
2010,Lifka František, ,60,KSČM,KSČM,4784,2.16,8,13,-
2010,Lilith Sedláková,Hana,62,TOP 09,TOP 09,6081,2.16,3,9,-
2010,Limberský David, ,27,SPOZ,SPOZ,447,3.11,0,4,-
2010,Lisenko Radim,Mgr.,37,ČSSD,ČSSD,11483,2.11,17,31,-
2010,Liška Jiří,MUDr.,66,ČSSD,ČSSD,12124,2.23,3,17,-
2010,Liška Luboš, ,47,Občané,BEZPP,4354,2.1,26,32,-
2010,Liška Milan, ,45,KDU-ČSL,BEZPP,2152,2.18,0,27,-
2010,Liška Pavel, ,27,Piráti,Piráti,581,3.1,0,2,-
2010,Liška Zbyněk,Ing.,44,KDU-ČSL,BEZPP,1634,1.65,0,45,-
2010,Lišková Jana, ,67,Piráti,BEZPP,364,1.94,0,29,-
2010,Litvaj Eduard, ,46,VV,VV,1260,2.07,0,22,-
2010,Lodr Jiří,Ing.,49,KDU-ČSL,KDU-ČSL,3223,3.26,0,2,-
2010,Lokajíček Vlastimil,Bc.,31,ČSSD,ČSSD,11629,2.13,4,18,-
2010,Lomberský Jiří,Mgr.,77,PVP,PVP,2115,1.83,38,40,-
2010,Loučím Jan,Ing.,61,Občané,BEZPP,4857,2.34,15,21,-
2010,Loun Zdeněk, ,52,DSSS,DSSS,278,6.43,0,8,-
2010,Luhový Lukáš,Bc.,23,Občané,BEZPP,4367,2.11,27,33,-
2010,Mach Alois, ,68,NK,"""Z""",2001,1.94,0,26,-
2010,Macháček Jiří, ,50,KDU-ČSL,KDU-ČSL,1691,1.71,0,44,-
2010,Makoň ml.,Karel,37,NK,BEZPP,4979,4.84,0,2,-
2010,Malina Vlastimil, ,48,Občané,BEZPP,4734,2.28,8,13,-
2010,Marková Ivana,MUDr.,47,ODS,ODS,12243,2.16,10,24,-
2010,Maroušková Hana, ,41,ČSSD,ČSSD,11741,2.16,10,10,*
2010,Martinek Karel,Ing.,46,TOP 09,TOP 09,5951,2.11,15,21,-
2010,Martínek Radek, ,36,DSSS,DSSS,258,5.97,0,12,-
2010,Martinovský Ivan,PhDr.,73,PVP,BEZPP,2418,2.1,16,16,-
2010,Martinovský Václav,Ing.,66,VV,VV,1343,2.21,0,11,-
2010,Maryška Ivo,PhDr.,31,TOP 09,BEZPP,5560,1.97,33,40,-
2010,Maříková Jaroslava,Ing.,57,Občané,BEZPP,5909,2.85,2,3,*
2010,Masericová Alena, ,55,SPOZ,BEZPP,333,2.32,0,27,-
2010,Mašínová Andrea,Bc.,38,TOP 09,TOP 09,5693,2.02,32,39,-
2010,Matějka Miroslav,Ing.,43,PVP,KAN,2323,2.01,25,27,-
2010,Matoušová Helena, ,50,ODS,ODS,12003,2.12,10,10,*
2010,Maule Jiří, ,59,SPOZ,BEZPP,321,2.23,0,28,-
2010,Mazal Miroslav, ,61,KSČM,KSČM,4661,2.1,25,30,-
2010,Mazín Václav,Ing.,58,PVP,BEZPP,2350,2.04,18,18,-
2010,Michálek Václav,Mgr.,46,Občané,BEZPP,4497,2.17,13,19,-
2010,Minářová Dagmar,MUDr.,54,Občané,BEZPP,4683,2.26,18,24,-
