Rok,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Pocet hlasu lidi,Pocet hlasu v %,Pořadí kand.,Pořadí zvoleni,Mandát
2018,Říha Marek,Bc.,51,BPI,BEZPP,273,2.57,0,3,-
2018,Říhová Václava,Ing.,64,ODS,ODS,9875,2.03,28,41,-
2018,Sedláček David,JUDr.,37,ČSSD,ČSSD,3082,2.18,13,16,-
2018,Sedláček Roman, ,50,Piráti,Piráti,5531,2.14,11,18,-
2018,Sedláčková Barbara, ,20,Soukromníci,BEZPP,168,1.96,0,17,-
2018,Seitz Václav,MSc.,58,ODS,ODS,10189,2.09,19,32,-
2018,Semencová Jaroslava, ,64,Piráti,BEZPP,5424,2.1,21,28,-
2018,Sequens Filip, ,36,Piráti,Piráti,5604,2.17,9,16,-
2018,Schweitzer Jan, ,52,NK,BEZPP,488,2.52,0,5,-
2018,Sinkule Michael, ,33,NK,BEZPP,2181,2.07,0,27,-
2018,Sitta Jindřich,MUDr.,63,STAN,BEZPP,1995,2.48,0,14,-
2018,Skalová Eva,Mgr.,42,NK,BEZPP,2231,2.11,0,17,-
2018,Skálová Ilona,Mgr.,44,NK,BEZPP,2199,2.08,0,21,-
2018,Skalský Miloslav, ,73,ND,BEZPP,216,2.03,0,19,-
2018,Skalský Vít,Bc.,45,ND,ND,297,2.8000000000000003,0,2,-
2018,Sládek Jiří, ,41,ANO,ANO,10417,2.13,13,26,-
2018,Sláma Petr, ,27,Piráti,BEZPP,5299,2.05,31,38,-
2018,Slaný Pavel, ,61,SPD,SPD,2381,2.18,0,8,-
2018,Slavík Zdeněk, ,42,ND,BEZPP,217,2.04,0,38,-
2018,Složil Martin, ,38,ANO,ANO,10012,2.05,30,43,-
2018,Smolík Martin, ,49,SPD,BEZPP,2298,2.11,0,30,-
2018,Sobota Bohuslav, ,49,TOP 09,TOP 09,3069,2.04,23,27,-
2018,Sobotková Gabriela, ,50,SPD,BEZPP,2280,2.09,0,35,-
2018,Sochor Michal,Ing.,60,Soukromníci,Soukromníci,229,2.67,0,12,-
2018,Sojka Oldřich,MUDr.,74,ČSSD,ČSSD,2952,2.09,35,38,-
2018,Sokol František,Ing.,63,ANO,ANO,9845,2.01,32,45,-
2018,Sornas Roman,Mgr.,52,Soukromníci,Soukromníci,229,2.67,0,4,-
2018,Soukup David, ,40,TOP 09,TOP 09,3158,2.1,11,15,-
2018,Soukup Tomáš, ,31,ANO,ANO,10525,2.15,4,17,-
2018,Sova Petr,Ing.,53,ČSSD,ČSSD,3094,2.19,12,15,-
2018,Spal Zdeněk,Ing.,57,NK,BEZPP,422,2.18,0,16,-
2018,Stachová Jitka, ,63,NK,BEZPP,403,2.08,0,23,-
2018,Starý Robert, ,52,KSČM,KSČM,2611,2.1,23,26,-
2018,Statevský Michal,Ing.,48,ANO,ANO,9294,1.9,34,47,-
2018,Steiner Libor,Mgr.,48,Monarchiste.cz,Monarchiste.cz,300,2.22,0,8,-
2018,Stelzer Pavel,Ing.,68,TOP 09,BEZPP,3335,2.22,10,14,-
2018,Stodola Jiří, ,71,NK,BEZPP,388,2.0,0,15,-
2018,Story David, ,40,SPD,SPD,2293,2.1,0,36,-
2018,Strobach Jiří, ,56,NPJS,NPJS,1833,3.02,0,5,-
2018,Stroukal Jaroslav, ,50,ČSSD,ČSSD,2983,2.11,30,33,-
2018,Sudová Kristýna, ,26,ANO,BEZPP,10236,2.09,23,36,-
2018,Sudzina Pavel, ,55,KSČM,BEZPP,2687,2.16,11,14,-
2018,Suchý Petr,Mgr.,39,TOP 09,TOP 09,3604,2.4,3,2,-
2018,Sulánský Libor, ,47,SPD,SPD,2329,2.13,0,13,-
2018,Suschanková Lucie, ,40,NPJS,BEZPP,1238,2.04,0,22,-
2018,Svátková Lucie, ,38,DSSS,DSSS,224,2.11,0,14,-
2018,Svatoš Miroslav,MVDr.,57,OPAT,BEZPP,1881,2.34,0,26,-
2018,Svejkovský Martin,Mgr.,32,KDU-ČSL,KDU-ČSL,2939,2.03,16,20,-
2018,Světlíková Marcela, ,55,OPAT,BEZPP,1652,2.05,0,40,-
2018,Svidenský Rudolf, ,51,Soukromníci,BEZPP,160,1.87,0,28,-
2018,Svoboda Karel, ,49,ODS,ODS,9150,1.88,33,46,-
2018,Svoboda Tomáš, ,42,DSSS,BEZPP,214,2.02,0,40,-
2018,Syka Karel,Mgr.,69,NK,PVP,2688,1.86,41,45,-
2018,Syrovátka Jonáš,Mgr.,26,TOP 09,TOP 09,3087,2.05,26,30,-
2018,Syřiště Jan,Ing.,50,Soukromníci,BEZPP,163,1.9,0,47,-
2018,Šafránková Eva,Mgr.,39,TOP 09,TOP 09,2477,1.64,43,47,-
2018,Šec Stanislav,Ing.,35,KDU-ČSL,KDU-ČSL,3548,2.46,1,2,-
2018,Šefčík Zbyněk, ,52,KSČM,KSČM,2632,2.12,16,19,-
2018,Šiková Hana, ,60,Monarchiste.cz,BEZPP,278,2.06,0,24,-
2018,Šilpoch Jan, ,66,NK,BEZPP,377,1.94,0,35,-
2018,Šimon Petr,Mgr.,41,TOP 09,Zelení,3237,2.15,20,24,-
2018,Šindelář Miroslav, ,46,NK,BEZPP,83,6.25,0,5,-
2018,Šindelář Pavel,Mgr.,37,ODS,ODS,10925,2.24,4,2,*
2018,Šindelářová Monika,Anděla,52,NK,BEZPP,529,2.73,0,4,-
2018,Šíp František, ,81,NPJS,BEZPP,1226,2.02,0,21,-
2018,Šípková Petra, ,39,ČSSD,ČSSD,3031,2.14,18,21,-
2018,Šípová Eva, ,79,NPJS,BEZPP,1187,1.95,0,41,-
2018,Škarda Radoslav,Mgr.,39,TOP 09,TOP 09,3439,2.29,5,7,-
2018,Škola Ilja,JUDr.,64,KSČM,KSČM,2608,2.1,27,30,-
2018,Šlajerová Lenka, ,35,BPI,BEZPP,204,1.92,0,46,-
2018,Šlajsová Miloslava,Ing.,65,ODS,ODS,10363,2.13,5,18,-
2018,Šlehofer Kamil, ,28,DSZ-ZA PR.ZVÍŘ.,BEZPP,64,4.8100000000000005,0,9,-
2018,Šlehofer Václav, ,37,KSČM,KSČM,2661,2.14,15,18,-
2018,Šlehofr Stanislav, ,66,KSČM,KSČM,2558,2.06,37,40,-
2018,Šlechta Marek,Mgr.,50,PRO Zdraví,PRO Zdraví,2220,2.1,0,20,-
2018,Šlouf David,Bc.,45,ODS,ODS,10748,2.2,5,3,*
2018,Šmíd Ota, ,37,TOP 09,TOP 09,2944,1.96,36,40,-
2018,Šmídovec Marek, ,45,ODS,ODS,8750,1.79,34,47,-
2018,Šmolíková Bohumila, ,83,OPAT,BEZPP,1637,2.03,0,42,-
2018,Šneberger Jiří,Ing.,58,ODS,ODS,11470,2.35,3,4,*
2018,Šnebergr Zdeněk, ,44,ČSSD,ČSSD,3046,2.15,19,22,-
2018,Šour Pavel, ,36,PRO Zdraví,PRO Zdraví,2000,1.89,0,46,-
2018,Šourek Martin,JUDr.,41,NK,BEZPP,2212,2.1,0,26,-
2018,Špalek Pavel, ,45,Svobodní,Svobodní,1731,2.15,0,34,-
2018,Špetková Julie,Mgr.,43,NK,BEZPP,2095,1.99,0,42,-
2018,Špillarová Eva,Ing.,52,ČSSD,ČSSD,2935,2.08,36,39,-
2018,Šrámek Jiří,Ing.,55,ANO,ANO,10577,2.16,11,11,*
2018,Šrámek Pavel, ,27,Piráti,Piráti,5888,2.28,4,3,*
2018,Šrámková Bohuslava, ,64,SPD,BEZPP,2250,2.06,0,38,-
2018,Šrámková Jindřiška, ,52,Piráti,BEZPP,5380,2.09,27,34,-
2018,Štádler Jiří, ,26,SPD,BEZPP,2404,2.2,0,7,-
2018,Štefanová Monika,Magdalena,49,KSČM,BEZPP,2786,2.24,2,2,*
2018,Šteifová Jana, ,72,NK,BEZPP,362,1.87,0,42,-
2018,Štekl Václav,Ing.,42,KSČM,KSČM,2943,2.37,1,1,*
2018,Štěpán Jan,Ing.,31,ANO,ANO,10514,2.15,3,16,-
2018,Štěpán Martin,MUDr.,47,TOP 09,BEZPP,3194,2.12,25,29,-
2018,Štěpán Petr,Ing.,29,NPJS,BEZPP,1220,2.01,0,38,-
2018,Štěpánek Jiří,Mgr.,46,DSSS,DSSS,306,2.88,0,1,-
2018,Štěpáník Milan,MUDr.,63,ANO,ANO,10537,2.15,7,20,-
2018,Štich Lukáš,PhDr.,33,NPJS,BEZPP,1213,2.0,0,44,-
2018,Štika Eduard, ,62,SPD,BEZPP,2307,2.11,0,19,-
2018,Štrobl Jakub, ,22,Monarchiste.cz,BEZPP,240,1.77,0,44,-
2018,Štrobl Pavel, ,51,Monarchiste.cz,BEZPP,243,1.8,0,43,-
2018,Štroblová Hana, ,50,Monarchiste.cz,BEZPP,240,1.77,0,47,-
2018,Štroblová Lucie, ,24,Monarchiste.cz,BEZPP,250,1.85,0,45,-
2018,Štrunc Ivan, ,52,Monarchiste.cz,BEZPP,266,1.97,0,14,-
2018,Šuma Miroslav,Mgr.,41,ANO,ANO,10286,2.1,22,35,-
2018,Šupík Milan, ,53,ČSSD,ČSSD,2695,1.91,43,47,-
2018,Šustáček Petr,Bc.,39,ANO,ANO,10540,2.15,13,13,*
2018,Švantner Miloslav, ,71,KSČM,KSČM,2612,2.1,17,20,-
2018,Tafat Ivan,Mgr.,35,ODS,ODS,10424,2.14,12,25,-
2018,Těthalová Jana, ,55,KDU-ČSL,BEZPP,2862,1.98,30,34,-
2018,Tichá Jaroslava, ,42,DSSS,BEZPP,213,2.01,0,42,-
2018,Tikal Filip,Ing.,43,TOP 09,TOP 09,3176,2.11,18,22,-
2018,Tišer Petr,Mgr.,38,ODS,ODS,9750,2.0,30,43,-
2018,Tolar Aleš,Bc.,42,PRO Zdraví,PRO Zdraví,2288,2.17,0,9,-
2018,Tolar Lubomír,Chris,62,Soukromníci,Soukromníci,211,2.46,0,3,-
2018,Toman Jan,Ing.,39,TOP 09,TOP 09,3378,2.24,8,11,-
2018,Toman Jiří,Mgr.,58,SPD,BEZPP,2314,2.12,0,24,-
2018,Tománek Pavel, ,60,Soukromníci,BEZPP,158,1.84,0,35,-
2018,Tomeš Pavel,MUDr.,45,OPAT,BEZPP,1752,2.17,0,25,-
2018,Tomšíková Jana,Mgr.,49,Piráti,BEZPP,5800,2.25,4,11,-
2018,Trampota Pavel, ,48,ANO,ANO,10438,2.13,15,28,-
2018,Trefná Kryštofová,Linda,40,ODS,ODS,10055,2.06,25,38,-
2018,Trejbal Jan, ,44,BPI,BEZPP,214,2.02,0,34,-
2018,Trejbal Patrik, ,26,NPJS,BEZPP,1219,2.01,0,36,-
2018,Trhlík Jiří,Ing.,57,KDU-ČSL,BEZPP,2949,2.04,21,25,-
2018,Trnka Tomáš,Bc.,36,TOP 09,TOP 09,3256,2.16,7,9,-
2018,Trnka Václav,Ing.,38,SPD,SPD,2445,2.24,0,6,-
2018,Trnka Zdeněk, ,52,Soukromníci,Soukromníci,201,2.35,0,10,-
2018,Trojáček Karel, ,54,NK,BEZPP,385,1.99,0,21,-
2018,Trůková Eva, ,45,ODS,ODS,10474,2.15,8,7,*
2018,Trylčová Radka,Mgr.,43,ODS,ODS,10354,2.12,9,22,-
2018,Turek Bronislav, ,55,DSSS,BEZPP,210,1.98,0,29,-
2018,Tyšer Stanislav, ,62,Soukromníci,BEZPP,168,1.96,0,11,-
2018,Ubl Ladislav, ,60,Soukromníci,BEZPP,155,1.81,0,32,-
2018,Uhlík Jaroslav,Ing.,62,NK,BEZPP,377,1.94,0,33,-
2018,Uhlík Jiří,MBA,48,NK,BEZPP,2620,2.48,0,2,-
2018,Uhlík Milan,Ing.,47,ODS,ODS,10476,2.15,11,10,*
2018,Uhrin Ladislav, ,50,ODS,ODS,10286,2.11,11,24,-
2018,Ungrová Anna, ,27,NK,BEZPP,2128,2.02,0,35,-
2018,Urbánek Antonín, ,66,NK,BEZPP,381,1.97,0,18,-
2018,Uxa Karel, ,26,SPD,SPD,2353,2.16,0,12,-
2018,Václav Josef, ,64,KSČM,KSČM,2578,2.07,32,35,-
2018,Vachtl Roman, ,48,DSSS,DSSS,221,2.08,0,24,-
2018,Vaigl Pavel, ,42,Soukromníci,BEZPP,181,2.11,0,36,-
2018,Vajčnerová Markéta, ,46,Soukromníci,BEZPP,157,1.83,0,27,-
2018,Vakešová Marta, ,47,ND,BEZPP,220,2.07,0,20,-
2018,Valachová Edita, ,51,SPD,BEZPP,2323,2.13,0,17,-
2018,Valdmanová Adéla,Mgr.,36,Piráti,BEZPP,5530,2.14,14,21,-
2018,Valenta Jiří,PhDr.Ing.Mgr.et,52,KSČM,KSČM,2830,2.28,3,6,-
2018,Vaněk Alan, ,52,NPJS,BEZPP,1213,2.0,0,37,-
2018,Vaňourek Tomáš, ,35,KSČM,KSČM,2674,2.15,8,11,-
2018,Vápeník Vladimír, ,57,Piráti,Piráti,5559,2.16,7,14,-
2018,Vašků Jan,Ing.,31,STAN,BEZPP,1792,2.22,0,30,-
2018,Vavřička Tomáš, ,35,SPD,BEZPP,2265,2.08,0,39,-
2018,Veinfurtová Lucie, ,32,SPD,BEZPP,2311,2.12,0,25,-
2018,Veselá Petra, ,29,Piráti,BEZPP,5263,2.04,32,39,-
2018,Větrovec Jiří,Mgr.,32,TOP 09,TOP 09,3066,2.04,29,33,-
2018,Větrovská Radka, ,52,Piráti,BEZPP,5355,2.08,28,35,-
2018,Vicenda Petr,Ing.,41,TOP 09,BEZPP,2863,1.9,38,42,-
2018,Viková Jana, ,48,SPD,BEZPP,2310,2.12,0,20,-
2018,Vileta Petr, ,62,Piráti,Piráti,5716,2.22,5,5,*
2018,Vít Martin,Bc.,47,TOP 09,TOP 09,2616,1.74,42,46,-
2018,Vítovcová Irena, ,44,PRO PLZEŇ,PRO PLZEŇ,2738,2.6,0,1,-
2018,Víznerová Petra,Ing.,43,TOP 09,TOP 09,3061,2.03,30,34,-
2018,Vladař František, ,73,NK,BEZPP,376,1.94,0,41,-
2018,Vlček Pavel,MUDr.,63,Monarchiste.cz,BEZPP,296,2.19,0,39,-
2018,Vlnas Michal, ,51,TOP 09,TOP 09,2997,1.99,31,35,-
2018,Vočadlová Hana, ,62,KSČM,KSČM,2620,2.11,13,16,-
2018,Vojáčková Andrea,Mgr.,44,NK,BEZPP,2113,2.0,0,37,-
2018,Vokoun Antonín, ,41,KSČM,KSČM,2700,2.17,5,8,-
2018,Volfová Eva,Mgr.,26,Piráti,BEZPP,5532,2.15,13,20,-
2018,Vondrovský Václav, ,55,Monarchiste.cz,BEZPP,293,2.17,0,7,-
2018,Vopátka Lukáš, ,36,DSSS,DSSS,221,2.08,0,16,-
2018,Vostracký Zdeněk,prof.,77,NK,BEZPP,2079,1.97,0,47,-
2018,Vostřák Pavel, ,45,PRO Zdraví,PRO Zdraví,2692,2.5500000000000003,0,4,-
2018,Votípka Jan, ,27,Soukromníci,BEZPP,158,1.84,0,45,-
2018,Votípka Radek, ,40,NK,BEZPP,2204,2.09,0,25,-
2018,Votípková Tereza,Bc.,26,Soukromníci,BEZPP,156,1.82,0,43,-
2018,Vovsová Vladimíra, ,55,Soukromníci,BEZPP,173,2.02,0,14,-
2018,Vozobule Michal,Mgr.,37,TOP 09,TOP 09,4019,2.67,2,1,*
2018,Vrbová Lenka,Ing.,41,ANO,ANO,10459,2.14,10,23,-
2018,Výborný Jaroslav, ,65,ČSSD,ČSSD,2799,1.98,41,45,-
2018,Widž Ladislav, ,57,NK,BEZPP,381,1.97,0,36,-
2018,Winkelhöfer Jiří, ,46,NK,BEZPP,2383,2.26,0,8,-
2018,Wolf Daniel, ,52,Monarchiste.cz,BEZPP,300,2.22,0,20,-
2018,Wolf Miloš, ,61,Monarchiste.cz,BEZPP,267,1.97,0,15,-
2018,Würfl Jiří, ,53,DSSS,DSSS,219,2.06,0,30,-
2018,Záborský Ľubomír,Ing.,60,KSČM,KSČM,2583,2.08,33,36,-
2018,Zach Karel,Ing.,55,OPAT,BEZPP,2184,2.71,0,8,-
2018,Zarzycký Roman,Mgr.,41,ANO,ANO,10963,2.24,1,1,*
2018,Zavadil Evžen, ,77,NK,BEZPP,396,2.04,0,11,-
2018,Zelinka Lukáš,Mgr.,32,ANO,ANO,10392,2.12,17,30,-
2018,Zeman František,Ing.,53,Soukromníci,BEZPP,197,2.3000000000000003,0,5,-
2018,Zeman Pavel, ,67,ANO,ANO,10500,2.15,2,15,-
2018,Zettlová Veronika,Mgr.,35,NPJS,NPJS,1317,2.17,0,12,-
2018,Zieba Jakub, ,19,SPD,SPD,2370,2.17,0,9,-
2018,Ziebová Jaroslava, ,67,SPD,BEZPP,2289,2.1,0,31,-
2018,Zichová Kateřina,DiS.,39,Piráti,BEZPP,5443,2.11,23,30,-
2018,Zíka Petr,Mgr.,61,KSČM,KSČM,2579,2.07,35,38,-
2018,Zilvar Jan, ,53,NPJS,BEZPP,1255,2.07,0,14,-
2018,Zrostlíková Eva,Mgr.,33,ČSSD,ČSSD,3193,2.26,4,7,-
2018,Zrzavecký Martin, ,45,ČSSD,ČSSD,4027,2.85,1,1,*
2018,Zúbek Jiří, ,39,DSSS,BEZPP,234,2.2,0,12,-
2018,Zuska Petr,Ing.,32,NPJS,BEZPP,1253,2.06,0,13,-
2018,Zýka Miroslav, ,44,ČSSD,ČSSD,2977,2.11,28,31,-
2018,Ženíšek Libor,Ing.,73,NK,BEZPP,390,2.01,0,30,-
2018,Ženíšek Ondřej,Mgr.,41,TOP 09,TOP 09,4056,2.7,1,4,*
2018,Ženíšek Václav,Ing.,70,NK,BEZPP,746,3.85,0,1,-
2018,Žlůvová Ivana, ,65,NK,BEZPP,61,4.59,0,14,-
